0;0
300;0
600;0
900;0
1200;0
1500;0.979167
1800;4.97959
2100;6.83333
2400;11.08
2700;14.4583
3000;15.4694
3300;56.5714
3600;47.3878
3900;83.5714
4200;113.122
4501;115.562
4801;106.7
5101;124.854
5401;174.327
5701;193.76
6001;210.714
6301;222.735
6601;242.122
6901;233.245
7201;176.98
7501;306.327
7801;310.14
8101;317.875
8401;328.14
8701;340.673
9001;354.375
9301;367.531
9601;396.184
9901;433.184
10201;448.958
10501;465.7
10801;479.837
11101;492.245
11401;504.939
11701;516.918
12001;530.327
12301;542.939
12601;552.694
12901;564.52
13201;575.041
13501;585.043
13801;592.918
14101;602.061
14401;610.633
14701;618
15001;627.082
15302;634.408
15602;641
15902;647.796
16202;654.408
16501;662.082
16802;665.96
17102;671.5
17402;677.327
17702;681.796
18002;685.735
18302;690.265
18602;693.653
18902;698.837
19202;703.24
19502;712.592
19802;714.449
20102;720.51
20402;719.939
20702;719.918
21002;724.918
21302;728.46
21603;728.146
21903;726.571
22203;724.5
22503;725.184
22803;728.51
23103;731.918
23403;728.592
23703;731.24
24003;724.792
24303;724.102
24603;724.184
24903;722.52
25203;720.75
25503;712.98
25803;709.388
26103;702.104
26403;698.98
26703;695.755
27003;690.082
27303;686.959
27603;682.76
27903;677.755
28203;668.92
28503;662.714
28803;656.02
29103;649.347
29403;638.24
29703;633.042
30003;627.224
30303;618.898
30603;610.143
30903;601.204
31203;587.449
31503;576.041
31803;570.531
32103;559.562
32403;547.408
32704;539.04
33004;529.229
33304;518.857
33604;507.388
33904;493.714
34204;481
34504;467.204
34804;455.104
35104;440.959
35404;424.878
35704;409.245
36004;395.837
36303;381.75
36603;366.36
36903;349.531
37203;334.479
37503;318.6
37803;303.388
38103;284.271
38403;267.306
38703;250.878
39003;232.68
39303;215.646
39603;175.184
39903;67.551
40203;22.04
40503;15.7083
40803;15.28
41103;14.8163
41403;14.0408
41703;13.3958
42003;11.72
42303;10.9375
42603;8.81633
42903;8.18
43203;7.16327
43504;6.47917
43804;5.73469
44104;2.7551
